attraction_id,destination_name,state,attraction_name,category,entry_fee_indian_inr,entry_fee_foreigner_inr,avg_visit_duration_hrs,rating,description
425,Adilabad,Telangana,Adilabad Old Town,Heritage Site,50,650,3.0,4.8,"Heritage Site in Adilabad, Telangana."
426,Kolkata,West Bengal,Victoria Memorial,Monument,40,520,1.0,3.8,"Monument in Kolkata, West Bengal."
427,Kolkata,West Bengal,Howrah Bridge,Landmark,20,20,1.0,4.0,"Landmark in Kolkata, West Bengal."
428,Darjeeling,West Bengal,Tiger Hill,Viewpoint,30,30,0.5,3.9,"Viewpoint in Darjeeling, West Bengal."
429,Darjeeling,West Bengal,Darjeeling Himalayan Railway,Heritage Site,250,2500,1.0,3.6,"Heritage Site in Darjeeling, West Bengal."
430,Kalimpong,West Bengal,Kalimpong Old Town,Heritage Site,40,520,0.5,4.6,"Heritage Site in Kalimpong, West Bengal."
431,Kalimpong,West Bengal,Kalimpong Local Market,Market,0,0,2.5,4.0,"Market in Kalimpong, West Bengal."
432,Sundarbans,West Bengal,Sundarbans Heritage Walk,Heritage Site,40,360,2.0,3.9,"Heritage Site in Sundarbans, West Bengal."
433,Sundarbans,West Bengal,Sundarbans Local Market,Market,0,0,1.0,4.7,"Market in Sundarbans, West Bengal."
434,Digha,West Bengal,Digha Beach,Beach,30,30,0.5,4.2,"Beach in Digha, West Bengal."
435,Shantiniketan,West Bengal,Shantiniketan Viewpoint,Viewpoint,30,30,1.5,4.1,"Viewpoint in Shantiniketan, West Bengal."
436,Shantiniketan,West Bengal,Shantiniketan Local Market,Market,30,30,2.0,3.5,"Market in Shantiniketan, West Bengal."
437,Mirik,West Bengal,Mirik Local Market,Market,0,0,1.5,4.6,"Market in Mirik, West Bengal."
438,Murshidabad,West Bengal,Murshidabad Community Museum,Museum,30,240,1.5,4.6,"Museum in Murshidabad, West Bengal."
439,Siliguri,West Bengal,Siliguri Community Museum,Museum,20,160,2.0,4.3,"Museum in Siliguri, West Bengal."
440,Siliguri,West Bengal,Siliguri Viewpoint,Viewpoint,0,0,2.5,4.8,"Viewpoint in Siliguri, West Bengal."
441,Kurseong,West Bengal,Kurseong Old Town,Heritage Site,100,1300,0.5,4.1,"Heritage Site in Kurseong, West Bengal."
442,Bakkhali,West Bengal,Bakkhali Heritage Walk,Heritage Site,250,3000,0.5,3.8,"Heritage Site in Bakkhali, West Bengal."
443,Jaldapara,West Bengal,Jaldapara Viewpoint,Viewpoint,0,0,2.0,3.7,"Viewpoint in Jaldapara, West Bengal."
444,Lataguri,West Bengal,Lataguri Old Town,Heritage Site,30,300,0.5,4.2,"Heritage Site in Lataguri, West Bengal."
445,Gangtok,Sikkim,MG Marg,Landmark,0,0,2.0,4.4,"Landmark in Gangtok, Sikkim."
446,Gangtok,Sikkim,Tsomgo Lake,Lake,30,30,1.5,4.5,"Lake in Gangtok, Sikkim."
447,Pelling,Sikkim,Pelling Old Town,Heritage Site,100,1300,2.5,4.6,"Heritage Site in Pelling, Sikkim."
448,Lachung,Sikkim,Lachung Old Town,Heritage Site,30,300,1.5,4.0,"Heritage Site in Lachung, Sikkim."
449,Lachung,Sikkim,Lachung Community Museum,Museum,50,400,3.0,4.2,"Museum in Lachung, Sikkim."
450,Lachen,Sikkim,Lachen Viewpoint,Viewpoint,20,20,1.0,4.6,"Viewpoint in Lachen, Sikkim."
451,Yumthang Valley,Sikkim,Yumthang Valley Community Museum,Museum,50,450,3.0,4.4,"Museum in Yumthang Valley, Sikkim."
452,Namchi,Sikkim,Namchi Old Town,Heritage Site,50,550,1.0,4.7,"Heritage Site in Namchi, Sikkim."
453,Namchi,Sikkim,Namchi Local Market,Market,0,0,1.0,3.6,"Market in Namchi, Sikkim."
454,Ravangla,Sikkim,Ravangla Community Museum,Museum,20,160,3.0,4.3,"Museum in Ravangla, Sikkim."
455,Zuluk,Sikkim,Zuluk Local Market,Market,20,20,1.0,4.0,"Market in Zuluk, Sikkim."
456,Zuluk,Sikkim,Zuluk Viewpoint,Viewpoint,0,0,1.5,4.5,"Viewpoint in Zuluk, Sikkim."
457,Tsomgo Lake,Sikkim,Tsomgo Lake Community Museum,Museum,20,120,2.5,4.0,"Museum in Tsomgo Lake, Sikkim."
458,Tsomgo Lake,Sikkim,Tsomgo Lake Heritage Walk,Heritage Site,30,270,1.0,4.4,"Heritage Site in Tsomgo Lake, Sikkim."
459,Puri,Odisha,Jagannath Temple,Temple,0,0,1.0,4.2,"Temple in Puri, Odisha."
460,Puri,Odisha,Puri Beach,Beach,30,30,3.0,4.3,"Beach in Puri, Odisha."
461,Konark,Odisha,Konark Sun Temple,Temple,0,0,2.5,4.5,"Temple in Konark, Odisha."
462,Bhubaneswar,Odisha,Bhubaneswar Community Museum,Museum,30,150,1.5,4.4,"Museum in Bhubaneswar, Odisha."
463,Chilika Lake,Odisha,Chilika Lake Local Market,Market,0,0,1.0,3.6,"Market in Chilika Lake, Odisha."
464,Chilika Lake,Odisha,Chilika Lake Old Town,Heritage Site,50,700,1.0,4.5,"Heritage Site in Chilika Lake, Odisha."
465,Gopalpur,Odisha,Gopalpur Local Market,Market,0,0,3.0,5.0,"Market in Gopalpur, Odisha."
466,Gopalpur,Odisha,Gopalpur Viewpoint,Viewpoint,0,0,0.5,4.2,"Viewpoint in Gopalpur, Odisha."
467,Similipal,Odisha,Similipal Community Museum,Museum,30,180,1.0,4.1,"Museum in Similipal, Odisha."
468,Bhitarkanika,Odisha,Bhitarkanika Heritage Walk,Heritage Site,30,300,2.5,3.8,"Heritage Site in Bhitarkanika, Odisha."
469,Daringbadi,Odisha,Daringbadi Heritage Walk,Heritage Site,50,550,3.0,4.5,"Heritage Site in Daringbadi, Odisha."
470,Bodh Gaya,Bihar,Mahabodhi Temple,Temple,0,0,0.5,4.0,"Temple in Bodh Gaya, Bihar."
471,Patna,Bihar,Patna Viewpoint,Viewpoint,20,20,2.0,3.9,"Viewpoint in Patna, Bihar."
472,Nalanda,Bihar,Nalanda University Ruins,Heritage Site,40,400,0.5,4.3,"Heritage Site in Nalanda, Bihar."
473,Rajgir,Bihar,Rajgir Old Town,Heritage Site,250,3000,0.5,4.3,"Heritage Site in Rajgir, Bihar."
474,Rajgir,Bihar,Rajgir Community Museum,Museum,50,400,0.5,4.4,"Museum in Rajgir, Bihar."
475,Vaishali,Bihar,Vaishali Community Museum,Museum,50,350,0.5,4.2,"Museum in Vaishali, Bihar."
476,Gaya,Bihar,Gaya Heritage Walk,Heritage Site,50,400,2.0,3.8,"Heritage Site in Gaya, Bihar."
477,Munger,Bihar,Munger Community Museum,Museum,20,120,1.0,3.5,"Museum in Munger, Bihar."
478,Bhagalpur,Bihar,Bhagalpur Viewpoint,Viewpoint,20,20,2.5,4.3,"Viewpoint in Bhagalpur, Bihar."
479,Sasaram,Bihar,Sasaram Viewpoint,Viewpoint,0,0,2.5,4.3,"Viewpoint in Sasaram, Bihar."
480,Ranchi,Jharkhand,Ranchi Community Museum,Museum,20,140,0.5,4.1,"Museum in Ranchi, Jharkhand."
481,Ranchi,Jharkhand,Ranchi Heritage Walk,Heritage Site,50,450,3.0,4.5,"Heritage Site in Ranchi, Jharkhand."
482,Netarhat,Jharkhand,Netarhat Viewpoint,Viewpoint,0,0,3.0,3.1,"Viewpoint in Netarhat, Jharkhand."
483,Netarhat,Jharkhand,Netarhat Community Museum,Museum,50,350,3.0,4.6,"Museum in Netarhat, Jharkhand."
484,Deoghar,Jharkhand,Deoghar Heritage Walk,Heritage Site,50,450,1.5,4.4,"Heritage Site in Deoghar, Jharkhand."
485,Deoghar,Jharkhand,Deoghar Community Museum,Museum,50,450,1.5,3.8,"Museum in Deoghar, Jharkhand."
486,Jamshedpur,Jharkhand,Jamshedpur Community Museum,Museum,30,180,1.5,3.5,"Museum in Jamshedpur, Jharkhand."
487,Guwahati,Assam,Guwahati Old Town,Heritage Site,40,400,1.0,4.6,"Heritage Site in Guwahati, Assam."
488,Kaziranga,Assam,Kaziranga National Park,Wildlife Park,200,1400,2.5,4.5,"Wildlife Park in Kaziranga, Assam."
489,Majuli,Assam,Majuli Old Town,Heritage Site,40,480,2.5,4.3,"Heritage Site in Majuli, Assam."
490,Majuli,Assam,Majuli Heritage Walk,Heritage Site,250,2000,1.5,4.9,"Heritage Site in Majuli, Assam."
491,Dibrugarh,Assam,Dibrugarh Old Town,Heritage Site,30,330,1.0,4.4,"Heritage Site in Dibrugarh, Assam."
492,Sivasagar,Assam,Sivasagar Old Town,Heritage Site,100,1200,2.5,4.2,"Heritage Site in Sivasagar, Assam."
493,Sivasagar,Assam,Sivasagar Local Market,Market,20,20,3.0,4.0,"Market in Sivasagar, Assam."
494,Jorhat,Assam,Jorhat Local Market,Market,30,30,1.0,4.5,"Market in Jorhat, Assam."
495,Jorhat,Assam,Jorhat Old Town,Heritage Site,100,1200,0.5,4.6,"Heritage Site in Jorhat, Assam."
496,Tezpur,Assam,Tezpur Old Town,Heritage Site,250,2000,1.0,4.4,"Heritage Site in Tezpur, Assam."
497,Tezpur,Assam,Tezpur Heritage Walk,Heritage Site,250,2500,3.0,4.3,"Heritage Site in Tezpur, Assam."
498,Manas National Park,Assam,Manas National Park Old Town,Heritage Site,100,1100,0.5,4.5,"Heritage Site in Manas National Park, Assam."
499,Manas National Park,Assam,Manas National Park Heritage Walk,Heritage Site,250,2250,0.5,4.7,"Heritage Site in Manas National Park, Assam."
500,Shillong,Meghalaya,Elephant Falls,Waterfall,0,0,1.0,4.7,"Waterfall in Shillong, Meghalaya."
501,Shillong,Meghalaya,Ward's Lake,Lake,0,0,2.5,4.7,"Lake in Shillong, Meghalaya."
502,Cherrapunji,Meghalaya,Nohkalikai Falls,Waterfall,30,30,1.5,3.8,"Waterfall in Cherrapunji, Meghalaya."
503,Cherrapunji,Meghalaya,Living Root Bridges,Landmark,0,0,1.5,4.6,"Landmark in Cherrapunji, Meghalaya."
504,Mawlynnong,Meghalaya,Mawlynnong Old Town,Heritage Site,50,400,2.5,4.4,"Heritage Site in Mawlynnong, Meghalaya."
505,Mawlynnong,Meghalaya,Mawlynnong Heritage Walk,Heritage Site,250,3500,1.0,4.2,"Heritage Site in Mawlynnong, Meghalaya."
506,Dawki,Meghalaya,Dawki Heritage Walk,Heritage Site,30,270,3.0,4.4,"Heritage Site in Dawki, Meghalaya."
507,Dawki,Meghalaya,Dawki Community Museum,Museum,20,180,1.5,4.4,"Museum in Dawki, Meghalaya."
508,Nongriat,Meghalaya,Nongriat Old Town,Heritage Site,40,520,1.0,4.2,"Heritage Site in Nongriat, Meghalaya."
509,Jowai,Meghalaya,Jowai Community Museum,Museum,20,160,3.0,3.9,"Museum in Jowai, Meghalaya."
510,Jowai,Meghalaya,Jowai Heritage Walk,Heritage Site,50,550,1.5,3.6,"Heritage Site in Jowai, Meghalaya."
511,Tawang,Arunachal Pradesh,Tawang Viewpoint,Viewpoint,0,0,1.0,3.7,"Viewpoint in Tawang, Arunachal Pradesh."
512,Tawang,Arunachal Pradesh,Tawang Old Town,Heritage Site,250,2000,2.5,4.2,"Heritage Site in Tawang, Arunachal Pradesh."
513,Ziro Valley,Arunachal Pradesh,Ziro Valley Viewpoint,Viewpoint,20,20,0.5,4.2,"Viewpoint in Ziro Valley, Arunachal Pradesh."
514,Ziro Valley,Arunachal Pradesh,Ziro Valley Old Town,Heritage Site,50,450,3.0,3.8,"Heritage Site in Ziro Valley, Arunachal Pradesh."
515,Bomdila,Arunachal Pradesh,Bomdila Viewpoint,Viewpoint,20,20,3.0,4.1,"Viewpoint in Bomdila, Arunachal Pradesh."
516,Itanagar,Arunachal Pradesh,Itanagar Viewpoint,Viewpoint,20,20,3.0,4.2,"Viewpoint in Itanagar, Arunachal Pradesh."
517,Itanagar,Arunachal Pradesh,Itanagar Old Town,Heritage Site,250,2000,2.5,4.3,"Heritage Site in Itanagar, Arunachal Pradesh."
518,Imphal,Manipur,Imphal Old Town,Heritage Site,50,600,3.0,4.4,"Heritage Site in Imphal, Manipur."
519,Loktak Lake,Manipur,Loktak Lake Heritage Walk,Heritage Site,40,360,2.5,3.7,"Heritage Site in Loktak Lake, Manipur."
520,Loktak Lake,Manipur,Loktak Lake Old Town,Heritage Site,30,390,3.0,3.8,"Heritage Site in Loktak Lake, Manipur."
521,Moirang,Manipur,Moirang Community Museum,Museum,50,300,3.0,4.2,"Museum in Moirang, Manipur."
522,Moirang,Manipur,Moirang Local Market,Market,30,30,2.5,3.7,"Market in Moirang, Manipur."
523,Aizawl,Mizoram,Aizawl Old Town,Heritage Site,50,400,2.0,3.9,"Heritage Site in Aizawl, Mizoram."
524,Reiek,Mizoram,Reiek Old Town,Heritage Site,40,400,3.0,4.6,"Heritage Site in Reiek, Mizoram."
525,Champhai,Mizoram,Champhai Old Town,Heritage Site,50,700,0.5,4.8,"Heritage Site in Champhai, Mizoram."
526,Champhai,Mizoram,Champhai Local Market,Market,20,20,2.0,3.8,"Market in Champhai, Mizoram."
527,Kohima,Nagaland,Kohima Heritage Walk,Heritage Site,40,360,1.5,4.3,"Heritage Site in Kohima, Nagaland."
528,Kohima,Nagaland,Kohima Local Market,Market,0,0,1.0,4.4,"Market in Kohima, Nagaland."
529,Dimapur,Nagaland,Dimapur Viewpoint,Viewpoint,0,0,3.0,4.3,"Viewpoint in Dimapur, Nagaland."
530,Mon,Nagaland,Mon Old Town,Heritage Site,40,520,1.0,4.2,"Heritage Site in Mon, Nagaland."
531,Mon,Nagaland,Mon Viewpoint,Viewpoint,30,30,1.0,4.4,"Viewpoint in Mon, Nagaland."
532,Wokha,Nagaland,Wokha Old Town,Heritage Site,250,3250,2.5,3.9,"Heritage Site in Wokha, Nagaland."
533,Zunheboto,Nagaland,Zunheboto Old Town,Heritage Site,40,320,2.0,4.6,"Heritage Site in Zunheboto, Nagaland."
534,Agartala,Tripura,Agartala Old Town,Heritage Site,40,480,1.5,3.6,"Heritage Site in Agartala, Tripura."
535,Unakoti,Tripura,Unakoti Local Market,Market,0,0,2.5,3.9,"Market in Unakoti, Tripura."
536,Unakoti,Tripura,Unakoti Community Museum,Museum,50,450,0.5,4.9,"Museum in Unakoti, Tripura."
537,Neermahal,Tripura,Neermahal Viewpoint,Viewpoint,0,0,2.5,4.2,"Viewpoint in Neermahal, Tripura."
538,Neermahal,Tripura,Neermahal Heritage Walk,Heritage Site,40,520,1.0,3.9,"Heritage Site in Neermahal, Tripura."
539,Port Blair,Andaman and Nicobar Islands,Cellular Jail,Monument,250,3250,3.0,4.1,"Monument in Port Blair, Andaman and Nicobar Islands."
540,Port Blair,Andaman and Nicobar Islands,Ross Island,Heritage Site,30,330,3.0,4.9,"Heritage Site in Port Blair, Andaman and Nicobar Islands."
541,Havelock Island,Andaman and Nicobar Islands,Radhanagar Beach,Beach,0,0,2.5,3.9,"Beach in Havelock Island, Andaman and Nicobar Islands."
542,Neil Island,Andaman and Nicobar Islands,Neil Island Local Market,Market,30,30,0.5,4.2,"Market in Neil Island, Andaman and Nicobar Islands."
543,Ross Island,Andaman and Nicobar Islands,Ross Island Local Market,Market,20,20,0.5,3.9,"Market in Ross Island, Andaman and Nicobar Islands."
544,Baratang,Andaman and Nicobar Islands,Baratang Community Museum,Museum,50,250,1.5,4.4,"Museum in Baratang, Andaman and Nicobar Islands."
545,Kavaratti,Lakshadweep,Kavaratti Viewpoint,Viewpoint,0,0,2.0,3.9,"Viewpoint in Kavaratti, Lakshadweep."
546,Kavaratti,Lakshadweep,Kavaratti Heritage Walk,Heritage Site,30,330,1.5,3.9,"Heritage Site in Kavaratti, Lakshadweep."
547,Agatti,Lakshadweep,Agatti Old Town,Heritage Site,250,2500,3.0,3.6,"Heritage Site in Agatti, Lakshadweep."
548,Bangaram,Lakshadweep,Bangaram Old Town,Heritage Site,40,480,0.5,4.2,"Heritage Site in Bangaram, Lakshadweep."
549,Bangaram,Lakshadweep,Bangaram Viewpoint,Viewpoint,20,20,2.5,4.2,"Viewpoint in Bangaram, Lakshadweep."
550,Amritsar,Punjab,Golden Temple,Temple,0,0,1.5,4.1,"Temple in Amritsar, Punjab."
551,Amritsar,Punjab,Jallianwala Bagh,Monument,40,520,2.5,4.3,"Monument in Amritsar, Punjab."
552,Amritsar,Punjab,Wagah Border,Landmark,0,0,3.0,3.7,"Landmark in Amritsar, Punjab."
553,Chandigarh,Punjab,Chandigarh Community Museum,Museum,50,450,1.5,4.1,"Museum in Chandigarh, Punjab."
554,Chandigarh,Punjab,Chandigarh Viewpoint,Viewpoint,30,30,2.5,4.3,"Viewpoint in Chandigarh, Punjab."
555,Patiala,Punjab,Patiala Old Town,Heritage Site,250,3000,1.5,4.0,"Heritage Site in Patiala, Punjab."
556,Ludhiana,Punjab,Ludhiana Old Town,Heritage Site,40,360,2.5,3.7,"Heritage Site in Ludhiana, Punjab."
557,Ludhiana,Punjab,Ludhiana Local Market,Market,30,30,0.5,4.6,"Market in Ludhiana, Punjab."
558,Anandpur Sahib,Punjab,Anandpur Sahib Old Town,Heritage Site,100,1100,3.0,3.9,"Heritage Site in Anandpur Sahib, Punjab."
559,Anandpur Sahib,Punjab,Anandpur Sahib Community Museum,Museum,50,400,2.0,3.9,"Museum in Anandpur Sahib, Punjab."
560,Bathinda,Punjab,Bathinda Local Market,Market,0,0,2.5,5.0,"Market in Bathinda, Punjab."
561,Ferozepur,Punjab,Ferozepur Heritage Walk,Heritage Site,40,400,2.5,4.0,"Heritage Site in Ferozepur, Punjab."
562,Fazilka,Punjab,Fazilka Community Museum,Museum,50,300,1.5,4.8,"Museum in Fazilka, Punjab."
563,Kapurthala,Punjab,Kapurthala Local Market,Market,0,0,1.0,4.6,"Market in Kapurthala, Punjab."
564,Kurukshetra,Haryana,Kurukshetra Heritage Walk,Heritage Site,250,3500,3.0,4.2,"Heritage Site in Kurukshetra, Haryana."
565,Kurukshetra,Haryana,Kurukshetra Viewpoint,Viewpoint,20,20,2.0,4.2,"Viewpoint in Kurukshetra, Haryana."
566,Panipat,Haryana,Panipat Viewpoint,Viewpoint,20,20,0.5,4.3,"Viewpoint in Panipat, Haryana."
567,Pinjore,Haryana,Pinjore Viewpoint,Viewpoint,0,0,0.5,4.3,"Viewpoint in Pinjore, Haryana."
568,Pinjore,Haryana,Pinjore Heritage Walk,Heritage Site,30,330,2.0,4.7,"Heritage Site in Pinjore, Haryana."
569,Surajkund,Haryana,Surajkund Community Museum,Museum,20,100,1.0,4.1,"Museum in Surajkund, Haryana."
570,Surajkund,Haryana,Surajkund Local Market,Market,30,30,1.5,4.1,"Market in Surajkund, Haryana."
571,Kaithal,Haryana,Kaithal Heritage Walk,Heritage Site,50,600,3.0,4.9,"Heritage Site in Kaithal, Haryana."
572,Kaithal,Haryana,Kaithal Local Market,Market,30,30,2.5,3.9,"Market in Kaithal, Haryana."
573,Sohna,Haryana,Sohna Old Town,Heritage Site,250,3000,1.5,4.5,"Heritage Site in Sohna, Haryana."
574,New Delhi,Delhi,Red Fort,Fort,250,2500,1.0,4.5,"Fort in New Delhi, Delhi."
575,New Delhi,Delhi,India Gate,Monument,100,1300,2.5,4.1,"Monument in New Delhi, Delhi."
576,New Delhi,Delhi,Qutub Minar,Monument,50,550,3.0,4.3,"Monument in New Delhi, Delhi."
577,New Delhi,Delhi,Humayun's Tomb,Monument,50,500,3.0,4.3,"Monument in New Delhi, Delhi."
578,Gurgaon,Delhi,Gurgaon Local Market,Market,0,0,2.5,4.5,"Market in Gurgaon, Delhi."
579,Gurgaon,Delhi,Gurgaon Old Town,Heritage Site,50,600,3.0,5.0,"Heritage Site in Gurgaon, Delhi."
580,Noida,Delhi,Noida Local Market,Market,20,20,2.5,4.3,"Market in Noida, Delhi."
581,Faridabad,Delhi,Faridabad Community Museum,Museum,30,150,0.5,4.8,"Museum in Faridabad, Delhi."
582,Faridabad,Delhi,Faridabad Local Market,Market,0,0,1.0,3.7,"Market in Faridabad, Delhi."
