destination_id,name,state,region,category,best_months,avg_summer_temp_c,avg_winter_temp_c,ideal_days,popularity_score,avg_daily_budget_inr,latitude,longitude,description
332,Tawang,Arunachal Pradesh,Northeast,Hill Station,"Mar-Jun, Sep-Nov",19,5,4,7,2721,28.6881,92.7744,"Hill Station destination in Arunachal Pradesh, known for its hill station appeal."
333,Ziro Valley,Arunachal Pradesh,Northeast,Hill Station,"Mar-Jun, Sep-Nov",15,0,3,6,2725,27.0169,93.3725,"Hill Station destination in Arunachal Pradesh, known for its hill station appeal."
334,Bomdila,Arunachal Pradesh,Northeast,Hill Station,"Mar-Jun, Sep-Nov",21,-2,3,4,2209,27.8561,95.788,"Hill Station destination in Arunachal Pradesh, known for its hill station appeal."
335,Itanagar,Arunachal Pradesh,Northeast,Urban,Oct-Apr,29,9,3,7,2884,26.6053,92.6346,"Urban destination in Arunachal Pradesh, known for its urban appeal."
336,Imphal,Manipur,Northeast,Urban,Oct-Apr,25,12,3,6,2260,24.5366,93.7242,"Urban destination in Manipur, known for its urban appeal."
337,Loktak Lake,Manipur,Northeast,Adventure,"Apr-Jun, Sep-Nov",14,-7,4,5,2445,24.902,94.0107,"Adventure destination in Manipur, known for its adventure appeal."
338,Moirang,Manipur,Northeast,Heritage,Oct-Apr,27,14,2,4,2059,24.9441,93.0413,"Heritage destination in Manipur, known for its heritage appeal."
339,Aizawl,Mizoram,Northeast,Hill Station,"Mar-Jun, Sep-Nov",16,-4,5,5,2244,22.769,93.2204,"Hill Station destination in Mizoram, known for its hill station appeal."
340,Reiek,Mizoram,Northeast,Hill Station,"Mar-Jun, Sep-Nov",19,0,5,6,2889,23.0445,92.3917,"Hill Station destination in Mizoram, known for its hill station appeal."
341,Champhai,Mizoram,Northeast,Hill Station,"Mar-Jun, Sep-Nov",20,-4,5,3,1764,22.4736,92.9777,"Hill Station destination in Mizoram, known for its hill station appeal."
342,Kohima,Nagaland,Northeast,Hill Station,"Mar-Jun, Sep-Nov",22,7,4,7,2852,26.3476,94.2427,"Hill Station destination in Nagaland, known for its hill station appeal."
343,Dimapur,Nagaland,Northeast,Urban,Oct-Apr,26,12,4,6,2412,26.2294,94.4168,"Urban destination in Nagaland, known for its urban appeal."
344,Mon,Nagaland,Northeast,Heritage,Oct-Apr,24,10,1,4,1900,25.2472,93.346,"Heritage destination in Nagaland, known for its heritage appeal."
345,Wokha,Nagaland,Northeast,Hill Station,"Mar-Jun, Sep-Nov",19,8,4,3,2271,26.6086,93.4067,"Hill Station destination in Nagaland, known for its hill station appeal."
346,Zunheboto,Nagaland,Northeast,Hill Station,"Mar-Jun, Sep-Nov",16,9,4,5,2491,26.0311,94.2137,"Hill Station destination in Nagaland, known for its hill station appeal."
347,Agartala,Tripura,Northeast,Urban,Oct-Apr,28,11,3,4,1748,24.0647,91.6958,"Urban destination in Tripura, known for its urban appeal."
348,Unakoti,Tripura,Northeast,Heritage,Oct-Apr,24,14,1,6,2699,23.1543,91.8323,"Heritage destination in Tripura, known for its heritage appeal."
349,Neermahal,Tripura,Northeast,Heritage,Oct-Apr,27,15,3,6,2617,24.4306,91.1827,"Heritage destination in Tripura, known for its heritage appeal."
350,Port Blair,Andaman and Nicobar Islands,Island,Island,Sep-Mar,30,23,5,7,4085,8.4289,93.7406,"Island destination in Andaman and Nicobar Islands, known for its island appeal."
351,Havelock Island,Andaman and Nicobar Islands,Island,Island,Sep-Mar,28,27,6,7,4855,8.577,92.4658,"Island destination in Andaman and Nicobar Islands, known for its island appeal."
352,Neil Island,Andaman and Nicobar Islands,Island,Island,Sep-Mar,30,24,5,4,3259,9.1214,92.7358,"Island destination in Andaman and Nicobar Islands, known for its island appeal."
353,Ross Island,Andaman and Nicobar Islands,Island,Island,Sep-Mar,29,27,6,4,3423,10.5382,92.4176,"Island destination in Andaman and Nicobar Islands, known for its island appeal."
354,Baratang,Andaman and Nicobar Islands,Island,Island,Sep-Mar,31,23,5,6,4345,11.071,93.0406,"Island destination in Andaman and Nicobar Islands, known for its island appeal."
355,Kavaratti,Lakshadweep,Island,Island,Sep-Mar,31,23,4,5,3843,8.9839,72.478,"Island destination in Lakshadweep, known for its island appeal."
356,Agatti,Lakshadweep,Island,Island,Sep-Mar,29,22,4,6,3819,8.6678,72.0479,"Island destination in Lakshadweep, known for its island appeal."
357,Bangaram,Lakshadweep,Island,Island,Sep-Mar,30,23,4,3,2819,8.6706,73.6783,"Island destination in Lakshadweep, known for its island appeal."
358,Amritsar,Punjab,North,Pilgrimage,Oct-Mar,42,10,2,6,2532,29.7452,75.2749,"Pilgrimage destination in Punjab, known for its pilgrimage appeal."
359,Chandigarh,Punjab,North,Urban,Oct-Mar,34,13,2,7,3117,32.0499,75.9071,"Urban destination in Punjab, known for its urban appeal."
360,Patiala,Punjab,North,Heritage,Oct-Mar,35,6,1,6,2171,31.0375,76.3192,"Heritage destination in Punjab, known for its heritage appeal."
361,Ludhiana,Punjab,North,Urban,Oct-Mar,36,6,4,3,1593,30.2759,74.3941,"Urban destination in Punjab, known for its urban appeal."
362,Anandpur Sahib,Punjab,North,Pilgrimage,Oct-Mar,37,7,2,7,2881,29.9849,74.6665,"Pilgrimage destination in Punjab, known for its pilgrimage appeal."
363,Bathinda,Punjab,North,Heritage,Oct-Mar,42,11,2,6,2704,29.5815,74.0956,"Heritage destination in Punjab, known for its heritage appeal."
364,Ferozepur,Punjab,North,Heritage,Oct-Mar,36,11,1,4,1998,29.8164,75.8703,"Heritage destination in Punjab, known for its heritage appeal."
365,Fazilka,Punjab,North,Heritage,Oct-Mar,42,14,2,5,2436,32.3934,74.5113,"Heritage destination in Punjab, known for its heritage appeal."
366,Kapurthala,Punjab,North,Heritage,Oct-Mar,41,11,1,6,2332,30.437,75.828,"Heritage destination in Punjab, known for its heritage appeal."
367,Kurukshetra,Haryana,North,Pilgrimage,Oct-Mar,41,5,2,6,2646,30.2178,75.482,"Pilgrimage destination in Haryana, known for its pilgrimage appeal."
368,Panipat,Haryana,North,Heritage,Oct-Mar,36,6,3,4,1801,29.2733,76.3541,"Heritage destination in Haryana, known for its heritage appeal."
369,Pinjore,Haryana,North,Heritage,Oct-Mar,40,11,1,6,2740,28.6334,76.9756,"Heritage destination in Haryana, known for its heritage appeal."
370,Surajkund,Haryana,North,Heritage,Oct-Mar,39,6,1,6,2679,28.6549,77.5641,"Heritage destination in Haryana, known for its heritage appeal."
371,Kaithal,Haryana,North,Pilgrimage,Oct-Mar,40,8,1,7,2603,30.8904,77.5373,"Pilgrimage destination in Haryana, known for its pilgrimage appeal."
372,Sohna,Haryana,North,Adventure,"Apr-Jun, Sep-Nov",18,-4,7,5,2970,27.907,74.591,"Adventure destination in Haryana, known for its adventure appeal."
373,New Delhi,Delhi,North,Urban,Oct-Mar,37,5,3,7,2650,28.8867,77.0021,"Urban destination in Delhi, known for its urban appeal."
374,Gurgaon,Delhi,North,Urban,Oct-Mar,42,7,3,4,1766,28.7798,77.3928,"Urban destination in Delhi, known for its urban appeal."
375,Noida,Delhi,North,Urban,Oct-Mar,35,12,2,4,2191,28.8399,77.1153,"Urban destination in Delhi, known for its urban appeal."
376,Faridabad,Delhi,North,Urban,Oct-Mar,38,11,3,3,1613,28.471,77.0088,"Urban destination in Delhi, known for its urban appeal."
